adress,longitude,latitude,living_area,land_area,supplemental_area,patio,balcony,number_of_rooms,build_year,operating_cost,sold_price,living_to_land_ratio,area_per_room
"Anna Anders väg 14, Hemmestorp Fure, Sjöbo",55.6125641,13.550745,65.0,2025.0,12.0,0,0,3.0,1964,28670,2200000,0.03209876543209877,21.666666666666668
"Lagmansgatan 3, Tidaholm, Tidaholms",58.18286768761929,13.980430393600754,96.0,905.0,96.0,0,0,5.0,1963,36900,1975000,0.10607734806629834,19.2
"Stråvägen 2, Lucksta, Sundsvalls",62.2984734,17.0486755,160.0,964.0,60.0,0,0,7.0,1972,32141,1675000,0.16597510373443983,22.857142857142858
"Stora Merum, Vikbolandet, Norrköpings",58.44753825971961,16.639113426929818,153.0,7790.0,30.0,1,1,5.0,1890,35100,3400000,0.019640564826700898,30.6
"Prästkragegatan 7, Gustavslund, Helsingborgs",56.03353,12.7576771,230.0,672.0,55.0,0,0,8.0,2014,52745,8900000,0.34226190476190477,28.75
"Sandvägen 22, Luffarskogen, Ängelholms",56.2352181914822,12.8635465325915,136.0,581.0,0.0,0,0,6.0,1909,39360,3500000,0.23407917383820998,22.666666666666668
"Ekoxevägen 4, Korpadalen, Karlshamns",56.2034218039507,14.8559070149866,130.0,820.0,0.0,0,0,6.0,1980,44872,2200000,0.15853658536585366,21.666666666666668
"Solbackavägen 19, None, Timrå",62.50345,17.3678513,92.0,1130.0,73.0,0,0,5.0,1964,43163,2000000,0.08141592920353982,18.4
"Änghagsdalen 10, Torslanda - Centralt, Göteborgs",57.73102,11.7870321,130.0,715.4,0.0,0,0,5.0,1992,48300,6510000,0.1817165222253285,26.0
"Häggvägen 20, Torslanda Lilleby, Göteborgs",57.74116,11.7935638,212.0,1102.0,34.0,0,0,7.0,1979,43344,9200000,0.19237749546279492,30.285714285714285
"Tunadalsvägen 28A, Tunadal, Sundsvalls",62.41669598337721,17.378743522494876,131.0,1210.0,105.0,1,1,5.0,1922,36400,2150000,0.10826446280991736,26.2
"Plommonvägen 11, Pomona, Ängelholms",56.2679863,12.8588018,164.0,396.0,0.0,0,0,5.0,1976,24808,2700000,0.41414141414141414,32.8
"Myrbäcksvägen 26, Askim, Göteborgs",57.6269569,11.942565,167.0,1175.0,45.0,0,0,5.0,1931,45013,8800000,0.14212765957446807,33.4
"Svampvägen 3, Märsta - Norrbacka, Sigtuna",59.6392975,17.8493843,113.0,488.0,27.0,0,0,5.0,1969,32958,3600000,0.23155737704918034,22.6
"Bosgårdsvägen 20, Torup, Hylte",56.9609819438087,13.0696164994998,120.0,1792.0,85.0,0,0,7.0,1956,47730,1050000,0.06696428571428571,17.142857142857142
"Nyhagenvägen 4, Kållered, Mölndals",57.61641,12.0384979,103.0,1813.0,99.0,0,0,7.0,1962,39500,6000000,0.0568119139547711,14.714285714285714
"Skyttegatan 33, Öster, Växjö",56.8759346,14.83505,144.0,866.0,0.0,0,0,6.0,1981,36211,4030000,0.16628175519630484,24.0
"Stinsvägen 10, Västra Tommarp, Trelleborgs",55.39627,13.1021194,111.0,1195.0,50.0,0,0,5.0,1959,31191,3900000,0.09288702928870293,22.2
"Hagvägen 4, Harbo, Heby",60.1046371,17.1987534,120.0,1104.0,0.0,0,0,5.0,1974,43869,3150000,0.10869565217391304,24.0
"Guldhornsvägen 6, Vä, Kristianstads",56.0030880636275,14.0843199538835,139.0,876.0,9.0,0,0,6.0,1969,31452,2000000,0.158675799086758,23.166666666666668
"Bottna Lillängsvägen 2, None, Söderköpings",58.39297559388462,16.671721710464208,140.0,2897.0,136.0,0,0,5.0,1944,29100,1100000,0.04832585433206766,28.0
"Tärnegatan 9, None, Tanums",58.6923752,11.2525425,139.0,1326.0,60.0,0,0,5.0,1950,37239,6000000,0.1048265460030166,27.8
"Krokforsvägen 23, Tunbyn, Sundsvalls",62.3083742236465,17.2002111758529,127.0,1893.0,0.0,1,0,5.0,1991,49747,2900000,0.06708927628103539,25.4
"Klockarvägen 11, Diseröd, Kungälvs",57.9218979,12.026823,170.0,574.0,0.0,0,0,6.0,1971,48446,4300000,0.2961672473867596,28.333333333333332
"Björbovägen 12, Elsborg, Falu",60.59918,15.627368,160.0,985.0,77.0,0,0,5.0,1925,59178,2995000,0.16243654822335024,32.0
"Slädvägen 3, Gråbo - Centralt, Lerums",57.8328857,12.3085518,116.0,588.0,12.0,0,0,5.0,1968,32450,2700000,0.19727891156462585,23.2
"Norra Vånga Vasen 1, None, Vara",58.27292,13.3115931,81.0,4945.0,5.0,0,0,3.0,1922,21700,1230000,0.016380182002022244,27.0
"Malungsvägen 289, Viby, Sollentuna",59.4642,17.90235,136.0,275.0,0.0,0,0,6.0,1974,44611,5800000,0.49454545454545457,22.666666666666668
"Byabacksvägen 13, Sövestad, Ystads",55.4981106482,13.7980985755,119.0,1056.0,70.0,0,0,4.0,1942,39348,3100000,0.11268939393939394,29.75
"Tunavägen 30, Ärla, Eskilstuna",59.2788212976,16.6888374906,142.0,1997.0,71.0,1,1,6.0,1939,45334,1925000,0.07110665998998497,23.666666666666668
"Låssby äng 40, Torslanda - Låssby, Göteborgs",57.7442816559,11.8306686552,174.0,789.4,0.0,1,0,7.0,2005,39598,7500000,0.22042057258677478,24.857142857142858
"Strandskategatan 3, Strandnorum, Stenungsunds",58.042057139,11.823977516,93.0,1133.0,93.0,1,0,5.0,1964,35600,4595000,0.0820829655781112,18.6
"Industrivägen 69, Brännan, Skellefteå",64.7578651811,20.9129155106,145.0,880.0,55.0,1,1,6.0,1969,35411,3000000,0.16477272727272727,24.166666666666668
"Lundavägen 26, Bergsviken, Piteå",65.3148245438,21.3802830552,122.0,1524.0,38.0,0,0,5.0,2017,29799,3195000,0.08005249343832022,24.4
"Älgvägen 11, Bålsta Åsen, Håbo",59.5766525,17.528616,185.0,1280.0,35.0,0,0,8.0,1976,49855,6415000,0.14453125,23.125
"Trollgil Lövkas 125, Herrestad, Uddevalla",58.3827285752,11.860048154,104.0,8996.0,0.0,0,0,3.0,2005,16270,2400000,0.011560693641618497,34.666666666666664
"Durkgatan 2, Trosa, Trosa",58.8981508913,17.5371462792,117.0,1297.0,116.0,0,0,4.0,1969,26044,4600000,0.09020817270624518,29.25
"Ekelidsvägen 1, Ljungskile, Uddevalla",58.228354335,11.9228826337,104.0,1470.0,104.0,1,0,6.0,1970,1941,3600000,0.0707482993197279,17.333333333333332
"Fogdarp Strandvägen 521, Höör, Höörs",55.8481445,13.5465374,114.0,98560.0,63.0,0,0,4.0,1926,31000,5100000,0.001156655844155844,28.5
"Strålstensvägen 12, Lundby, Örebro",59.31428,15.1853065,110.0,247.0,0.0,0,0,4.0,1974,45100,2700000,0.44534412955465585,27.5
"Södra Stallåsliden 6, Åsa, Kungsbacka",57.349989329147,12.116078452168,105.0,1484.0,70.0,0,0,4.0,1933,28320,5050000,0.07075471698113207,26.25
"Violvägen 25, Tollarp, Kristianstads",55.9387,13.9657717,111.0,44565.0,0.0,0,0,5.0,1909,49763,5100000,0.0024907438572871086,22.2
"Lyckåsvägen 25, None, Mullsjö",57.98212,13.771884,70.0,1070.0,10.0,0,0,4.0,1939,22661,665000,0.06542056074766354,17.5
"Kurrasbacken 10, Stensätra, Sandvikens",60.6048617179,16.7335333683,129.0,1015.0,202.0,0,0,7.0,1979,44385,2600000,0.1270935960591133,18.428571428571427
"Östebyn 215, Brålanda, Vänersborgs",58.5664417788,12.3662605586,117.0,2109.0,72.0,0,0,4.0,1956,33200,950000,0.05547652916073969,29.25
"Bosgården Gransäter 1, Mjöbäck, Svenljunga",57.31619139999999,12.8723264,90.0,3156.0,65.0,1,0,5.0,1949,42776,650000,0.028517110266159697,18.0
"Yttervägen 66, Boliden, Skellefteå",64.8671457097,20.3761389688,105.0,1110.0,63.0,0,0,4.0,1952,52172,700000,0.0945945945945946,26.25
"Vasagatan 3, Hovmantorp, Lessebo",56.7875938,15.14028,244.0,1158.0,68.0,0,0,6.0,1922,53698,2950000,0.21070811744386875,40.666666666666664
"Västra Tullgatan 23, Söderhamn, Söderhamns",61.3022363258,17.0413823331,123.0,416.0,14.0,1,0,5.0,1920,18120,2175000,0.2956730769230769,24.6
"Hackelvägen 3, Rimforsa, Kinda",58.1390004846,15.683395236,268.0,1146.0,44.0,0,0,10.0,1909,63779,4200000,0.2338568935427574,26.8
"Yxenhult 7368, Skånes Fagerhult, Örkelljunga",56.3990553303,13.5238118971,90.0,2369.0,90.0,0,0,4.0,1962,41153,885000,0.03799071338117349,22.5
"Stångholmsgatan 46, Bredviken, Luleå",65.58846,22.2069645,108.0,961.0,56.0,0,0,4.0,1964,32624,3660000,0.11238293444328824,27.0
"Karlslundsvägen 42, Norrviken, Sollentuna",59.463783877,17.9152814415,116.0,206.0,10.0,1,0,6.0,1969,51800,5510000,0.5631067961165048,19.333333333333332
"Movägen 1, Näsåker, Sollefteå",63.4392988371,16.9178398949,126.0,1149.0,157.0,0,0,5.0,1977,48476,695000,0.10966057441253264,25.2
"Gärdesvägen 17, Virsbo, Surahammars",59.8726171407,16.0478243267,145.0,380.0,0.0,0,0,6.0,1964,31492,800000,0.3815789473684211,24.166666666666668
"Annelundsvägen 4, None, Norrköpings",58.5776550741,16.3025540776,107.0,768.0,8.0,0,0,5.0,1920,29672,2750000,0.13932291666666666,21.4
"Sticklingvägen 1, Limhamn, Malmö",55.5702477,12.9598885,176.0,635.0,9.0,0,0,6.0,1978,58937,6700000,0.27716535433070866,29.333333333333332
"Lundsvedja 156, Östhammar, Östhammars",60.2873812893,18.1290115772,160.0,2583.0,45.0,0,0,7.0,1949,41194,1200000,0.06194347657762292,22.857142857142858
"Munkgatan 3, Skurup, Skurups",55.4811262383,13.4958343564,200.0,778.0,30.0,0,0,8.0,1889,49393,3450000,0.2570694087403599,25.0
"Fisketorp 26, Hedekas, Munkedals",58.6021001866,11.7532232226,140.0,1235.0,97.0,1,1,6.0,1951,60780,795000,0.11336032388663968,23.333333333333332
"Plantgatan 22 , Kisa, Kinda",57.9855040786,15.6154103549,95.0,783.0,95.0,1,0,4.0,1970,27860,1400000,0.12132822477650064,23.75
"Kronoparksvägen 32, Ivetofta, Bromölla",56.093655741,14.4666116248,131.0,1468.0,6.0,0,0,5.0,1972,46768,860000,0.08923705722070845,26.2
"Bofinksvägen 7, None, Timrå",62.4827728,17.3065319,90.0,1060.0,40.0,0,0,5.0,1940,52347,1575000,0.08490566037735849,18.0
"Tomta Tomtebo 1, Gnesta, Gnesta",59.052536,17.2041073,126.0,6176.0,16.0,0,0,6.0,1895,50200,3700000,0.020401554404145077,21.0
"Svineberg 83, Sunne, Sunne",59.8710937192,13.1653081821,160.0,2993.0,60.0,0,0,6.0,1991,28128,2325000,0.053458068827263616,26.666666666666668
"Uddbyvägen 14B, Hanviken, Tyresö",59.23099722318186,18.21328448788609,177.0,1460.0,61.0,0,0,6.0,1960,40000,6100000,0.12123287671232877,29.5
"Skogshemsvägen 8, Tullinge Skog, Botkyrka",59.199257476961805,17.9048043154529,147.0,1262.0,48.0,0,0,7.0,1976,35750,6500000,0.11648177496038035,21.0
"Lyckåsvägen 16, Tenhult, Jönköpings",57.70191584629483,14.326215330518078,98.0,846.0,90.0,1,0,5.0,1963,40290,2500000,0.11583924349881797,19.6
"Berggrensvägen 33, Ostra, Eskilstuna",59.441717359575655,16.59892402460615,132.0,1202.0,48.0,1,0,4.0,2008,55119,5100000,0.10981697171381032,33.0
"Hedemoravägen 39, Vikmanshyttan, Hedemora",60.299870277803656,15.836934196182938,76.0,1225.0,69.0,0,0,3.0,1949,46315,850000,0.062040816326530614,25.333333333333332
"Medlevägen 216, Medle, Skellefteå",64.73845084076353,20.71096896724978,162.0,1770.0,40.0,1,0,8.0,1978,41481,3600000,0.09152542372881356,20.25
"Klarbärsvägen 13, Kungsbacka, Kungsbacka",57.46564238776472,12.052205542989883,131.0,1096.0,0.0,1,0,6.0,1986,50619,5800000,0.11952554744525548,21.833333333333332
"Rävbergsvägen 21, Nora, Nora",59.500685686906,15.042885381495838,112.0,925.0,112.0,1,0,4.0,1977,18800,2210000,0.12108108108108108,28.0
"Getabocksvägen 5, Visinge, Täby",59.46571658113315,18.05249331748218,147.0,842.0,33.0,1,1,6.0,1982,41102,7750000,0.17458432304038005,24.5
"Säckgatan 17, Rambodal, Norrköpings",58.566311251,16.2453905787,129.0,839.0,40.0,1,0,4.0,2000,38465,4500000,0.1537544696066746,32.25
"Nylundsgatan 55, Nylund, Värnamo",57.18929361827625,14.069428387329651,151.0,420.0,0.0,0,0,6.0,1975,49775,2550000,0.3595238095238095,25.166666666666668
"Nävekvarnsvägen 42, Örby, Stockholms",59.2701623189,18.0398122301,109.0,621.0,53.0,1,0,5.0,1939,50444,8000000,0.17552334943639292,21.8
"Klivinge 117, Rasbokil, Uppsala",60.02022630155105,17.849139143551277,170.0,2559.0,0.0,0,0,5.0,2009,43804,3750000,0.06643220007815553,34.0
"Nygårdsvägen 2, Tokarp, Jönköpings",57.7542937747,14.1288046153,115.0,715.0,34.0,1,0,5.0,1984,39209,4475000,0.16083916083916083,23.0
"Fjäll Nystuga 1, Mangskog, Arvika",59.78740500693969,12.74627880741182,126.0,3432.0,20.0,0,0,6.0,1909,41969,450000,0.03671328671328671,21.0
"Sjöviksvägen 32, Sjövik, Finspångs",58.70381932570472,15.756233399947511,196.0,1155.0,138.0,1,1,8.0,1939,49550,3600000,0.1696969696969697,24.5
"Billerudsgatan 13, None, Grums",59.34640143103174,13.104679483821153,95.0,975.0,28.0,1,0,3.0,1938,33297,600000,0.09743589743589744,31.666666666666668
"Smedvägen 28, Södertälje, Södertälje",59.19929259590597,17.59962022265469,144.0,1177.0,55.0,1,0,6.0,1963,74709,4450000,0.12234494477485132,24.0
"Holländaregatan 10, Ystad, Ystads",55.42843096025724,13.801039347689455,97.0,713.0,95.0,0,0,4.0,1964,54880,2950000,0.13604488078541374,24.25
"Korpralsgatan 7, Stenkällan/Husie, Malmö",55.5807360606,13.0756232575,128.0,651.0,128.0,0,0,5.0,1968,40700,3700000,0.1966205837173579,25.6
"Grisslevägen 6, Torekov, Båstads",56.41511451991447,12.637511539087072,122.0,900.0,0.0,0,0,5.0,2018,37400,8000000,0.13555555555555557,24.4
"Vibble Vibblegatan 7, Vibble - Visby närområde, Gotlands",57.6002,18.2489815,112.0,1423.0,0.0,0,0,4.0,1700,42992,3400000,0.07870695713281799,28.0
"Karlarp Aspvägen 5, Karlarp, Höörs",55.9882469,13.6078024,99.0,1898.0,0.0,0,0,3.0,1964,44340,1395000,0.052160168598524764,33.0
"Bovallstrandsgatan 1E, Björkekärr, Göteborgs",57.7170334,12.0421066,146.0,344.0,60.0,0,0,6.0,1951,48535,7590000,0.42441860465116277,24.333333333333332
"Lärbro Kajlungs 3245, Lärbro - Norra Gotland, Gotlands",57.7745752975302,18.8280050834473,90.0,2492.0,0.0,0,0,3.0,1935,27350,2625000,0.036115569823434994,30.0
"Vårlöksgatan 7, Roslätt 2, Svedala",55.52285,13.2152538,138.0,572.0,27.0,0,0,6.0,1981,40276,3525000,0.24125874125874125,23.0
"Birgittagatan 2, None, Söderköpings",58.47529824414279,16.316904773622333,200.0,951.0,100.0,1,1,8.0,1937,49500,6495000,0.2103049421661409,25.0
"Bofinksvägen 2, Högstorp, Växjö",56.87805,14.842617,110.0,699.0,110.0,0,0,4.0,1965,31694,3000000,0.15736766809728184,27.5
"Brännögatan 16, Rydebäck, Helsingborgs",55.9743271,12.7710381,225.0,1453.0,0.0,0,0,7.0,1973,68100,8400000,0.1548520302821748,32.142857142857146
"Högtomtavägen 3, Sjömarken, Borås",57.7140579,12.8471,156.0,1094.0,30.0,0,0,5.0,2003,41013,6400000,0.1425959780621572,31.2
"Åbovägen 32, Högstorp, Växjö",56.8805275,14.8523817,180.0,550.0,0.0,0,0,6.0,1966,41581,3800000,0.32727272727272727,30.0
"Stenlo 3178 & 3179, None, Markaryds",56.5208244,13.4863329,267.0,4634.0,0.0,0,0,8.0,2016,20318,2775000,0.057617608977125596,33.375
"Wittensdalsvägen 3, Gribbylund, Täby",59.46801,18.095232,193.0,727.0,30.0,0,0,7.0,2002,34790,11500000,0.265474552957359,27.571428571428573
"Frejs väg 1, Hörnefors, Umeå",63.6265373,19.91761,45.0,2405.0,45.0,0,0,3.0,1934,8099,800000,0.018711018711018712,15.0
"Trolleholm 1752, Trolleholm, Svalövs",55.9075775,13.2840528,126.0,2212.0,16.0,0,0,5.0,1920,44413,2495000,0.056962025316455694,25.2
"Violvägen 1, Sparsör, Borås",57.8018045001705,13.0100686316663,165.0,1455.0,5.0,0,0,5.0,1953,34650,4500000,0.1134020618556701,33.0
"Älvstorpsvägen 18, Ekedalen, Tidaholms",58.19891859143424,13.843333991879842,112.0,1094.0,40.0,0,0,4.0,1974,26300,1700000,0.10237659963436929,28.0
"Skogsråvägen 17, Tomtebo/Nydalaviken, Umeå",63.79981,20.357996,145.0,840.0,0.0,0,0,6.0,2003,39885,6060000,0.17261904761904762,24.166666666666668
"Kolstigen 12, Långvik, Värmdö",59.2346954,18.51484,56.0,2957.0,0.0,0,0,3.0,1972,56122,3900000,0.018938112952316538,18.666666666666668
"Röttle Gatan 101, Röttle, Jönköpings",58.0036125,14.4503374,194.0,1373.0,0.0,0,0,6.0,2006,48111,5750000,0.1412964311726147,32.333333333333336
"Pomeransgatan 2, Holma, Svedala",55.5138,13.2176809,104.0,450.0,104.0,0,0,4.0,1969,43089,3900000,0.2311111111111111,26.0
"Manhemsvägen 33, Skuru, Nacka",59.3209763,18.2194824,171.0,811.0,0.0,0,0,6.0,1998,65381,13300000,0.21085080147965474,28.5
"Tremansvägen 26, Höllviken, Vellinge",55.40744,12.9648113,48.0,1396.0,11.0,0,0,2.0,1937,12774,5600000,0.034383954154727794,24.0
"Violettgången 4, Näset, Göteborgs",57.630806,11.891695,106.0,1345.0,0.0,0,0,5.0,1983,44000,6000000,0.07881040892193308,21.2
"Ronnebygatan 27, Husensjö, Helsingborgs",56.04158,12.7226143,122.0,403.0,0.0,0,0,5.0,2001,29576,4800000,0.3027295285359802,24.4
"Skogsvägen 3, None, Hedemora",60.31466,15.915307,130.0,1351.0,130.0,0,0,5.0,1979,37498,2300000,0.09622501850481126,26.0
"Sandsjödal 270, Ale, Ale",57.8791656,12.1389294,85.0,3945.0,96.0,0,0,6.0,1976,28927,3425000,0.021546261089987327,14.166666666666666
"Rallaregatan 43, Västra Lersätter, Kils",59.5016823,13.2980757,171.0,574.0,5.0,0,0,5.0,1972,33568,2460000,0.2979094076655052,34.2
"Göjegatan 4, Svalöv, Svalövs",55.9152565,13.1066675,167.0,1118.0,50.0,0,0,6.0,1920,47700,3950000,0.14937388193202147,27.833333333333332
"Lulevägen 121, Sävast, Bodens",65.74522571075643,21.77069657898428,173.0,21121.0,33.0,0,0,5.0,1909,41000,1985000,0.008190900052080867,34.6
"Siriusvägen 43, Nolby, Sundsvalls",62.2948647,17.3604412,130.0,1092.0,72.0,0,0,6.0,1968,47336,1995000,0.11904761904761904,21.666666666666668
"Tygmästaregatan 13, Visby, Gotlands",57.63076,18.31226,123.0,653.0,13.0,0,0,4.0,2012,53818,5800000,0.1883614088820827,30.75
"Namn 309, Annersia, Östersunds",63.13628,14.6184645,170.0,2001.0,0.0,0,0,6.0,2011,28509,5500000,0.08495752123938032,28.333333333333332
"Sveavägen 24, Töjnan, Sollentuna",59.4195862,17.9378319,110.0,1127.0,40.0,0,0,4.0,1928,23618,6200000,0.09760425909494233,27.5
"Fallströmsgatan 17, Toltorpsdalen, Mölndals",57.6640129,11.9957561,158.0,773.0,22.0,0,0,5.0,1991,44200,6500000,0.20439844760672704,31.6
"Rönngatan 4, Östansjö, Hallsbergs",59.044384,14.9838619,80.0,854.0,28.0,0,0,4.0,1976,26800,1230000,0.0936768149882904,20.0
"Månskensvägen 18, Fasalt, Örkelljunga",56.3401264501,13.2420785983,95.0,5051.0,0.0,1,1,6.0,1955,32241,1825000,0.018808156800633538,15.833333333333334
"Lärarvägen 15, Bro - Gamla Bro, Upplands-Bro",59.5151872539,17.6330221549,64.0,1970.0,64.0,1,1,3.0,1940,42475,3520000,0.03248730964467005,21.333333333333332
"Gärdesvägen 5, Örsundsbro, Enköpings",59.732914,17.303658,113.0,1046.0,110.0,0,0,6.0,1968,36896,3000000,0.10803059273422562,18.833333333333332
"Eknö Furusundsvägen 414, Eknö, Norrtälje",59.66441,18.88503,78.0,3330.0,0.0,0,0,3.0,2000,40557,3200000,0.023423423423423424,26.0
"Lärkgatan 25, Kågeröd, Svalövs",56.0029710005,13.0937100012,110.0,1165.0,100.0,1,0,3.0,1969,45015,2150000,0.0944206008583691,36.666666666666664
"Hedbäcksvägen 21, Kållered | Labacka, Mölndals",57.6051636297,12.0297919465,152.0,1260.0,46.0,1,1,6.0,1964,59792,6200000,0.12063492063492064,25.333333333333332
"Saffransgatan 4, Roslätt, Svedala",55.5212391747,13.214158738,107.0,621.0,34.0,0,0,3.0,1977,27365,3500000,0.1723027375201288,35.666666666666664
"Barne-Åsaka Stora Flöttorp 704, Jonslund Med Omnejd, Essunga",58.1663080474,12.8417520426,135.0,2440.0,50.0,0,0,6.0,1909,67738,935000,0.055327868852459015,22.5
"Blockstigen 8, Öckerö, Öckerö",57.7214528533,11.6466169566,217.0,1106.0,0.0,0,0,8.0,1970,55616,6100000,0.1962025316455696,27.125
"Tingsvägen 54, Stora Harrie, Kävlinge",55.8078323638,13.1513259671,77.0,8470.0,38.0,0,0,3.0,1940,52500,2160000,0.00909090909090909,25.666666666666668
"Hummelstad Ekbacken , Hummelstad, Västerviks",57.7853900173,16.2704519518,125.0,1255.0,15.0,1,1,4.0,1931,14231,1050000,0.099601593625498,31.25
"Hammarberg 830, Kode, Kungälvs",57.94847,11.8571882,73.0,1632.0,15.0,0,0,3.0,1955,15159,2900000,0.044730392156862746,24.333333333333332
"Innerspåret 27, Visinge, Täby",59.4613835898,18.0594750577,129.0,254.0,0.0,1,1,3.0,1983,31630,5350000,0.5078740157480315,43.0
"Kornvägen 2, Bålsta - Uppåkra, Håbo",59.5797847624,17.5011276865,106.0,1025.0,106.0,1,0,6.0,1970,69771,3110000,0.10341463414634146,17.666666666666668
"Ulriksbergspromenaden 4, Väster, Växjö",56.8802719,14.79417,365.0,1195.0,62.0,0,0,12.0,1910,32486,10250000,0.3054393305439331,30.416666666666668
"Forsvägen 28, Knislinge, Östra Göinge",56.1921,14.08965,142.0,752.0,50.0,0,0,4.0,1965,10000,1450000,0.18882978723404256,35.5
"Skelleftehamnsvägen 36, Ursviken, Skellefteå",64.71896,21.137842,90.0,1043.0,0.0,0,0,3.0,1910,30277,950000,0.0862895493767977,30.0
"Skrinnargatan 6, Närlunda, Askersunds",58.8868637,14.908143,103.0,856.0,45.0,0,0,4.0,1954,34219,1650000,0.12032710280373832,25.75
"Bränneslyckevägen 14, Brunnby, Höganäs",56.2607841,12.5718412,120.0,683.0,70.0,0,0,4.0,1890,28000,3600000,0.17569546120058566,30.0
"Vallbovägen 6, Falsterbo, Vellinge",55.3970261,12.8426552,300.0,1287.0,35.0,0,0,9.0,1958,65272,13000000,0.2331002331002331,33.333333333333336
"Gullkragevägen 8, Bollstanäs, Upplands Väsby",59.5010948,17.9520149,139.0,280.0,0.0,0,0,5.0,2004,40448,5125000,0.49642857142857144,27.8
"Lindmätargatan 5, Gånsta, Enköpings",59.6220879721,17.1104743103,138.0,1056.0,31.0,0,0,4.0,1989,27650,4500000,0.13068181818181818,34.5
"Skogstorp 205, Skepplanda, Ale",57.97153399852817,12.266775737275209,110.0,5155.0,80.0,1,0,5.0,1952,30900,3250000,0.02133850630455868,22.0
"Kärrstorpsvägen 27, Stehag, Eslövs",55.90052355054847,13.388285849337798,160.0,1973.0,99.0,1,1,7.0,1949,53304,3850000,0.08109477952356817,22.857142857142858
"Ostingevägen 20, Dalliden, Kils",59.492519464830416,13.329170330250497,150.0,945.0,62.0,0,0,6.0,1978,56888,2495000,0.15873015873015872,25.0
"Prästkragsvägen 46, Floda - Hästhagen, Lerums",57.8182671508,12.3537963862,124.0,928.0,146.0,1,0,5.0,1966,33000,4500000,0.1336206896551724,24.8
"Myrstigen 1, Högberget, Ludvika",60.1403897576,15.2026065995,101.0,1042.0,23.0,0,0,4.0,1959,24409,875000,0.09692898272552783,25.25
"Torevägen 8, Hässelby Södra Villastad, Stockholms",59.377538774275735,17.807054078458997,127.0,1256.0,54.0,0,0,7.0,1928,29152,6450000,0.10111464968152867,18.142857142857142
"Långbo 7, Tortuna, Västerås",59.696981120184766,16.75903115686645,128.0,1881.0,0.0,1,0,5.0,1977,28007,2050000,0.06804891015417332,25.6
"Nordansjö 417, Hedemora, Hedemora",60.351987096023166,15.92674751940172,141.0,1715.0,20.0,0,0,6.0,1979,29700,1700000,0.08221574344023323,23.5
